"rgn_id","product","year","tonnes"
3,"shells",1993,1449.06578947368
3,"shells",1994,1380.23333333333
3,"shells",1995,1450.64895833333
3,"shells",1996,1261.4188172043
3,"shells",1997,1534.37426470588
3,"shells",1998,1387.26985294118
3,"shells",1999,1104.36219512195
3,"shells",2000,832.471
3,"shells",2001,669.635691823899
3,"shells",2002,681.400446428571
3,"shells",2003,721.509463276836
3,"shells",2004,676.740234375
3,"shells",2005,800.711519607843
3,"shells",2006,975.621323529412
3,"shells",2007,1106.52321428571
3,"shells",2008,1235.495
3,"shells",2009,1075.23583333333
3,"shells",2010,953.895
3,"shells",2011,842.995357142857
3,"sponges",1976,13.3
3,"sponges",1977,12.0218586020852
3,"sponges",1978,11.5403745243601
3,"sponges",1979,11.0295237908824
3,"sponges",1980,11.3348809337396
3,"sponges",1981,10.3104787639895
3,"sponges",1982,10.0310343195451
3,"sponges",1983,9.40833333333333
3,"sponges",1984,9.16333333333333
3,"sponges",1985,9.24833333333333
3,"sponges",1986,9.3
3,"sponges",1987,9.2
3,"sponges",1988,10.265
3,"sponges",1989,10.5649770149013
3,"sponges",1990,20.0737931058819
3,"sponges",1991,18.0988980531965
3,"sponges",1992,20.4895689676466
3,"sponges",1993,29.5114583333333
3,"sponges",1994,31.7283901189355
3,"sponges",1995,32.7630194309223
3,"sponges",1996,30.790264343313
3,"sponges",1997,30.2056347380763
3,"sponges",1998,28.6235745282416
3,"sponges",1999,36.0857386067232
3,"sponges",2000,46.1287136570522
3,"sponges",2001,43.7714285714286
3,"sponges",2002,43.0066666666667
3,"sponges",2003,37.9329054087957
3,"sponges",2004,30.4452894296639
3,"sponges",2005,26.5731087184346
3,"sponges",2006,21.6508335666838
3,"sponges",2007,97.2053889478825
3,"sponges",2008,186.336218432563
3,"sponges",2009,285.735236116491
3,"sponges",2010,370.190740740741
3,"sponges",2011,371.189351851852
4,"corals",1976,113.42
4,"corals",1977,120.42
4,"corals",1978,147.82
4,"corals",1979,172.77
4,"corals",1980,221.165
4,"corals",1981,188.733333333333
4,"corals",1982,179.3125
4,"corals",1983,157.516666666667
4,"corals",1984,120.141666666667
4,"corals",1985,114.433333333333
4,"corals",1986,85.2666666666667
4,"corals",1987,59.9333333333333
4,"corals",1988,38.3041666666667
4,"corals",1989,19.675
4,"corals",1990,1708.63026315789
4,"corals",1991,1592.06904761905
4,"corals",1992,1560.23333333333
4,"corals",1993,1617.63297101449
4,"corals",1994,1178.39234428906
4,"corals",1995,1126.438242394
4,"corals",1996,1029.22178909233
4,"corals",1997,981.509198986033
4,"corals",1998,793.310011656719
4,"corals",1999,709.869672639764
4,"corals",2000,689.462708722179
4,"corals",2001,750.044552486351
4,"corals",2002,782.708396866151
4,"corals",2003,787.57661602964
4,"corals",2004,770.588307763424
4,"corals",2005,729.171856654633
4,"corals",2006,700.501350158262
4,"corals",2007,718.981049895762
4,"corals",2008,681.049686855762
4,"corals",2009,626.39622700746
4,"corals",2010,593.758826015998
4,"corals",2011,558.483086602189
4,"fish_oil",1976,14498.7378378378
4,"fish_oil",1977,14257.9013157895
4,"fish_oil",1978,15004.6435897436
4,"fish_oil",1979,14333.3273255814
4,"fish_oil",1980,14447.672826087
4,"fish_oil",1981,15060.859751773
