rgn_id,year,value
7,1990,0.238471605276277
7,1991,0.256254145340113
7,1992,0.269260404860527
7,1993,0.286293837133221
7,1994,0.294397591032713
7,1995,0.300631673672634
7,1996,0.324754763993892
7,1997,0.334526724605171
7,1998,0.34159266392035
7,1999,0.373793802961929
7,2000,0.408543617956414
7,2001,0.40879867770858
7,2002,0.386133033922237
7,2003,0.396222363745885
7,2004,0.391341855181714
7,2005,0.451111917931523
7,2006,0.462555382411717
7,2007,0.470613928121584
7,2008,0.508947132615807
7,2009,0.467991303588334
7,2010,0.462708145383679
7,2011,0.462832324261984
7,2012,0.498557911617651
7,2013,0.496830422612689
8,1990,0.208681223440814
8,1991,0.214330453917549
8,1992,0.211527959239071
8,1993,0.2048026416295
8,1994,0.208431342631432
8,1995,0.212303265465724
8,1996,0.220063656954254
8,1997,0.227340336573456
8,1998,0.24841984350804
8,1999,0.262858072524353
8,2000,0.258922208141247
8,2001,0.263760001777092
8,2002,0.260795042954566
8,2003,0.267556110504323
8,2004,0.257373275602501
8,2005,0.279932231878572
8,2006,0.277875889107973
8,2007,0.290597992148787
8,2008,0.297537385338367
8,2009,0.283764584239485
8,2010,0.276187550772333
8,2011,0.273503020950638
8,2012,0.286485718302296
8,2013,0.317358051622397
9,1990,0.208681223440814
9,1991,0.214330453917549
9,1992,0.211527959239071
9,1993,0.2048026416295
9,1994,0.208431342631432
9,1995,0.212303265465724
9,1996,0.220063656954254
9,1997,0.227340336573456
9,1998,0.24841984350804
9,1999,0.262858072524353
9,2000,0.258922208141247
9,2001,0.263760001777092
9,2002,0.260795042954566
9,2003,0.267556110504323
9,2004,0.257373275602501
9,2005,0.279932231878572
9,2006,0.277875889107973
9,2007,0.290597992148787
9,2008,0.297537385338367
9,2009,0.283764584239485
9,2010,0.276187550772333
9,2011,0.273503020950638
9,2012,0.286485718302296
9,2013,0.317358051622397
