rgn_id,loiczid,proportionArea,csquarecode,cellarea
3,26755.0,0.8,7712:112:2,993.59
3,26756.0,0.51,7712:112:1,993.59
3,26757.0,0.27,7712:111:2,993.59
3,26758.0,0.27,7712:111:1,993.59
3,26759.0,0.12,7712:110:2,993.59
3,26764.0,0.17,7711:218:1,993.59
3,26765.0,0.18,7711:217:2,993.59
3,26766.0,0.19,7711:217:1,993.59
3,26767.0,0.14,7711:216:2,993.59
3,26768.0,0.22,7711:216:1,993.59
3,26769.0,0.08,7711:215:2,993.59
3,26770.0,0.02,7711:215:1,993.59
3,27464.0,0.21,7712:208:3,1019.09
3,27465.0,0.04,7712:207:4,1019.09
3,27483.0,0.01,7711:208:4,1019.09
3,27484.0,0.11,7711:208:3,1019.09
3,27485.0,0.12,7711:207:4,1019.09
3,27486.0,0.19,7711:207:3,1019.09
3,27487.0,0.21,7711:206:4,1019.09
3,27488.0,0.27,7711:206:3,1019.09
3,27489.0,0.15,7711:205:4,1019.09
3,27490.0,0.09,7711:205:3,1019.09
3,27491.0,0.07,7711:104:4,1019.09
3,27492.0,0.08,7711:104:3,1019.09
3,27493.0,0.05,7711:103:4,1019.09
3,27494.0,0.08,7711:103:3,1019.09
3,27495.0,0.06,7711:102:4,1019.09
3,27496.0,0.03,7711:102:3,1019.09
3,28178.0,0.03,7713:101:1,1044.52
3,28179.0,0.08,7713:100:2,1044.52
3,28180.0,0.13,7713:100:1,1044.52
3,28181.0,0.15,7712:209:2,1044.52
3,28182.0,0.05,7712:209:1,1044.52
3,28184.0,0.21,7712:208:1,1044.52
3,28185.0,0.14,7712:207:2,1044.52
3,28186.0,0.06,7712:207:1,1044.52
3,28187.0,0.04,7712:206:2,1044.52
3,28190.0,0.15,7712:205:1,1044.52
3,28191.0,0.21,7712:104:2,1044.52
3,28192.0,0.09,7712:104:1,1044.52
3,28206.0,0.09,7711:207:1,1044.52
3,28207.0,0.13,7711:206:2,1044.52
3,28208.0,0.06,7711:206:1,1044.52
3,28209.0,0.05,7711:205:2,1044.52
3,28210.0,0.07,7711:205:1,1044.52
3,28211.0,0.05,7711:104:2,1044.52
3,28212.0,0.09,7711:104:1,1044.52
3,28213.0,0.03,7711:103:2,1044.52
3,28214.0,0.12,7711:103:1,1044.52
3,28215.0,0.21,7711:102:2,1044.52
3,28216.0,0.31,7711:102:1,1044.52
3,28217.0,0.12,7711:101:2,1044.52
3,28218.0,0.01,7711:101:1,1044.52
3,28879.0,0.05,7614:390:4,1069.87
3,28880.0,0.04,7614:390:3,1069.87
3,28881.0,0.05,7613:499:4,1069.87
3,28882.0,0.22,7613:499:3,1069.87
3,28883.0,0.06,7613:498:4,1069.87
3,28889.0,0.11,7613:495:4,1069.87
3,28890.0,0.18,7613:495:3,1069.87
3,28891.0,0.18,7613:394:4,1069.87
3,28892.0,0.28,7613:394:3,1069.87
3,28893.0,0.17,7613:393:4,1069.87
3,28894.0,0.04,7613:393:3,1069.87
3,28895.0,0.09,7613:392:4,1069.87
3,28896.0,0.12,7613:392:3,1069.87
3,28897.0,0.15,7613:391:4,1069.87
3,28898.0,0.13,7613:391:3,1069.87
3,28899.0,0.21,7613:390:4,1069.87
3,28900.0,0.09,7613:390:3,1069.87
3,28901.0,0.12,7612:499:4,1069.87
3,28902.0,0.1,7612:499:3,1069.87
3,28903.0,0.16,7612:498:4,1069.87
3,28904.0,0.03,7612:498:3,1069.87
3,28907.0,0.04,7612:496:4,1069.87
3,28908.0,0.01,7612:496:3,1069.87
3,28909.0,0.06,7612:495:4,1069.87
3,28910.0,0.37,7612:495:3,1069.87
3,28911.0,0.1,7612:394:4,1069.87
3,28912.0,0.29,7612:394:3,1069.87
3,28913.0,0.06,7612:393:4,1069.87
3,28914.0,0.12,7612:393:3,1069.87
3,28915.0,0.08,7612:392:4,1069.87
3,28916.0,0.1,7612:392:3,1069.87
3,28917.0,0.1,7612:391:4,1069.87
3,28918.0,0.08,7612:391:3,1069.87
3,28919.0,0.06,7612:390:4,1069.87
3,28926.0,0.11,7611:497:3,1069.87
3,28927.0,0.01,7611:496:4,1069.87
3,29603.0,0.05,7613:498:2,1095.13
3,29604.0,0.03,7613:498:1,1095.13
3,29605.0,0.05,7613:497:2,1095.13
3,29606.0,0.01,7613:497:1,1095.13
3,29608.0,0.25,7613:496:1,1095.13
3,29609.0,0.37,7613:495:2,1095.13
3,29610.0,0.16,7613:495:1,1095.13
3,29611.0,0.06,7613:394:2,1095.13
3,29612.0,0.06,7613:394:1,1095.13
3,29613.0,0.2,7613:393:2,1095.13
3,29614.0,0.04,7613:393:1,1095.13
3,29619.0,0.07,7613:390:2,1095.13
3,29628.0,0.01,7612:496:1,1095.13
3,29629.0,0.08,7612:495:2,1095.13
3,29630.0,0.09,7612:495:1,1095.13
3,29632.0,0.07,7612:394:1,1095.13
3,29633.0,0.06,7612:393:2,1095.13
3,29634.0,0.03,7612:393:1,1095.13
3,30326.0,0.03,7613:487:3,1120.32
3,30327.0,0.11,7613:486:4,1120.32
3,30328.0,0.1,7613:486:3,1120.32
3,30329.0,0.29,7613:485:4,1120.32
3,30330.0,0.05,7613:485:3,1120.32
4,11994.0,0.07,1805:216:4,443.54
4,11995.0,0.05,1805:217:3,443.54
4,11996.0,0.25,1805:217:4,443.54
4,11997.0,0.32,1805:218:3,443.54
4,11998.0,0.35,1805:218:4,443.54
4,11999.0,0.26,1805:219:3,443.54
4,12e3,0.02,1805:219:4,443.54
4,12004.0,0.17,1806:111:4,443.54
4,12005.0,0.27,1806:112:3,443.54
4,12006.0,0.12,1806:112:4,443.54
4,12007.0,0.08,1806:113:3,443.54
4,12008.0,0.16,1806:113:4,443.54
4,12701.0,0.17,1805:110:1,470.22
4,12702.0,0.11,1805:110:2,470.22
4,12703.0,0.06,1805:111:1,470.22
4,12709.0,0.37,1805:114:1,470.22
4,12710.0,0.25,1805:114:2,470.22
4,12711.0,0.27,1805:215:1,470.22
4,12712.0,0.33,1805:215:2,470.22
4,12713.0,0.46,1805:216:1,470.22
4,12714.0,0.37,1805:216:2,470.22
4,12715.0,0.46,1805:217:1,470.22
4,12716.0,0.56,1805:217:2,470.22
4,12717.0,0.37,1805:218:1,470.22
4,12718.0,0.38,1805:218:2,470.22
4,12719.0,0.37,1805:219:1,470.22
4,12720.0,0.18,1805:219:2,470.22
4,12721.0,0.21,1806:110:1,470.22
4,12722.0,0.11,1806:110:2,470.22
4,12723.0,0.1,1806:111:1,470.22
4,12724.0,0.13,1806:111:2,470.22
4,12728.0,0.02,1806:113:2,470.22
4,12729.0,0.13,1806:114:1,470.22
4,12730.0,0.03,1806:114:2,470.22
4,12731.0,0.15,1806:215:1,470.22
4,12732.0,0.01,1806:215:2,470.22
4,12780.0,0.05,1808:219:2,470.22
4,12781.0,0.14,1809:110:1,470.22
4,12782.0,0.2,1809:110:2,470.22
4,12783.0,0.14,1809:111:1,470.22
4,12784.0,0.07,1809:111:2,470.22
4,12787.0,0.16,1809:113:1,470.22
4,12788.0,0.14,1809:113:2,470.22
4,12789.0,0.07,1809:114:1,470.22
4,12790.0,0.09,1809:114:2,470.22
4,12791.0,0.18,1809:215:1,470.22
4,12792.0,0.09,1809:215:2,470.22
4,12793.0,0.13,1809:216:1,470.22
4,12794.0,0.11,1809:216:2,470.22
4,13410.0,0.09,1804:104:4,496.86
4,13411.0,0.09,1804:205:3,496.86
4,13412.0,0.16,1804:205:4,496.86
4,13413.0,0.1,1804:206:3,496.86
4,13414.0,0.18,1804:206:4,496.86
4,13415.0,0.26,1804:207:3,496.86
4,13416.0,0.27,1804:207:4,496.86
4,13417.0,0.24,1804:208:3,496.86
4,13418.0,0.32,1804:208:4,496.86
4,13419.0,0.29,1804:209:3,496.86
4,13420.0,0.14,1804:209:4,496.86
4,13421.0,0.13,1805:100:3,496.86
4,13422.0,0.32,1805:100:4,496.86
4,13423.0,0.22,1805:101:3,496.86
4,13424.0,0.14,1805:101:4,496.86
4,13426.0,0.02,1805:102:4,496.86
4,13427.0,0.14,1805:103:3,496.86
4,13428.0,0.23,1805:103:4,496.86
4,13429.0,0.31,1805:104:3,496.86
4,13430.0,0.4,1805:104:4,496.86
4,13431.0,0.4,1805:205:3,496.86
4,13432.0,0.3,1805:205:4,496.86
4,13433.0,0.21,1805:206:3,496.86
4,13434.0,0.31,1805:206:4,496.86
4,13435.0,0.26,1805:207:3,496.86
4,13436.0,0.33,1805:207:4,496.86
4,13437.0,0.42,1805:208:3,496.86
4,13438.0,0.34,1805:208:4,496.86
4,13439.0,0.3,1805:209:3,496.86
4,13440.0,0.16,1805:209:4,496.86
4,13441.0,0.24,1806:100:3,496.86
4,13442.0,0.14,1806:100:4,496.86
4,13443.0,0.16,1806:101:3,496.86
4,13444.0,0.16,1806:101:4,496.86
4,13445.0,0.29,1806:102:3,496.86
4,13446.0,0.21,1806:102:4,496.86
4,13447.0,0.19,1806:103:3,496.86
4,13448.0,0.19,1806:103:4,496.86
4,13449.0,0.07,1806:104:3,496.86
4,13450.0,0.08,1806:104:4,496.86
4,13451.0,0.15,1806:205:3,496.86
4,13452.0,0.01,1806:205:4,496.86
4,13478.0,0.02,1807:208:4,496.86
4,13479.0,0.12,1807:209:3,496.86
4,13480.0,0.15,1807:209:4,496.86
4,13481.0,0.13,1808:100:3,496.86
4,13482.0,0.04,1808:100:4,496.86
4,13505.0,0.06,1809:102:3,496.86
4,13506.0,0.32,1809:102:4,496.86
4,13507.0,0.24,1809:103:3,496.86
4,13508.0,0.07,1809:103:4,496.86
4,13514.0,0.07,1809:206:4,496.86
4,13515.0,0.16,1809:207:3,496.86
4,13516.0,0.1,1809:207:4,496.86
4,13517.0,0.12,1809:208:3,496.86
4,14114.0,0.14,1803:206:2,523.47
4,14115.0,0.06,1803:207:1,523.47
4,14132.0,0.03,1804:205:2,523.47
4,14133.0,0.12,1804:206:1,523.47
4,14134.0,0.24,1804:206:2,523.47
4,14135.0,0.25,1804:207:1,523.47
4,14136.0,0.48,1804:207:2,523.47
4,14137.0,0.16,1804:208:1,523.47
4,14138.0,0.28,1804:208:2,523.47
4,14139.0,0.27,1804:209:1,523.47
4,14140.0,0.41,1804:209:2,523.47
4,14141.0,0.29,1805:100:1,523.47
4,14142.0,0.11,1805:100:2,523.47
4,14143.0,0.12,1805:101:1,523.47
4,14144.0,0.04,1805:101:2,523.47
4,14145.0,0.33,1805:102:1,523.47
4,14146.0,0.24,1805:102:2,523.47
4,14147.0,0.29,1805:103:1,523.47
4,14148.0,0.39,1805:103:2,523.47
4,14149.0,0.4,1805:104:1,523.47
4,14150.0,0.26,1805:104:2,523.47
4,14151.0,0.34,1805:205:1,523.47
4,14152.0,0.42,1805:205:2,523.47
4,14153.0,0.2,1805:206:1,523.47
4,14154.0,0.19,1805:206:2,523.47
4,14155.0,0.38,1805:207:1,523.47
4,14156.0,0.18,1805:207:2,523.47
4,14157.0,0.37,1805:208:1,523.47
4,14158.0,0.24,1805:208:2,523.47
4,14159.0,0.31,1805:209:1,523.47
4,14160.0,0.36,1805:209:2,523.47
4,14161.0,0.33,1806:100:1,523.47
4,14162.0,0.11,1806:100:2,523.47
4,14163.0,0.14,1806:101:1,523.47
4,14164.0,0.08,1806:101:2,523.47
4,14222.0,0.04,1809:100:2,523.47
4,14223.0,0.22,1809:101:1,523.47
4,14224.0,0.33,1809:101:2,523.47
4,14225.0,0.37,1809:102:1,523.47
4,14226.0,0.23,1809:102:2,523.47
4,14227.0,0.13,1809:103:1,523.47
4,14229.0,0.06,1809:104:1,523.47
4,14230.0,0.19,1809:104:2,523.47
4,14231.0,0.14,1809:205:1,523.47
4,14232.0,0.16,1809:205:2,523.47
4,14233.0,0.15,1809:206:1,523.47
4,14234.0,0.13,1809:206:2,523.47
4,14235.0,0.33,1809:207:1,523.47
4,14236.0,0.23,1809:207:2,523.47
4,14237.0,0.13,1809:208:1,523.47
4,14238.0,0.1,1809:208:2,523.47
4,14239.0,0.1,1809:209:1,523.47
4,14240.0,0.02,1809:209:2,523.47
4,14858.0,0.01,1704:498:4,550.03
4,14859.0,0.06,1704:499:3,550.03
4,14860.0,0.1,1704:499:4,550.03
4,14861.0,0.06,1705:390:3,550.03
4,14863.0,0.1,1705:391:3,550.03
4,14864.0,0.01,1705:391:4,550.03
4,14877.0,0.15,1705:498:3,550.03
4,14878.0,0.27,1705:498:4,550.03
4,14879.0,0.06,1705:499:3,550.03
4,14880.0,0.22,1705:499:4,550.03
4,14881.0,0.01,1706:390:3,550.03
4,14912.0,0.01,1707:495:4,550.03
4,14913.0,0.14,1707:496:3,550.03
4,14914.0,0.13,1707:496:4,550.03
4,14915.0,0.06,1707:497:3,550.03
4,14916.0,0.03,1707:497:4,550.03
4,14941.0,0.01,1709:390:3,550.03
4,14942.0,0.19,1709:390:4,550.03
4,14943.0,0.37,1709:391:3,550.03
4,14944.0,0.26,1709:391:4,550.03
4,14945.0,0.07,1709:392:3,550.03
4,14946.0,0.16,1709:392:4,550.03
4,14947.0,0.25,1709:393:3,550.03
4,14948.0,0.42,1709:393:4,550.03
4,14949.0,0.23,1709:394:3,550.03
4,14950.0,0.05,1709:394:4,550.03
4,14956.0,0.09,1709:497:4,550.03
4,14957.0,0.25,1709:498:3,550.03
4,14958.0,0.01,1709:498:4,550.03
4,14960.0,0.25,1709:499:4,550.03
4,14961.0,0.36,1710:390:3,550.03
4,15551.0,0.08,1703:495:1,576.55
4,15552.0,0.08,1703:495:2,576.55
4,15553.0,0.08,1703:496:1,576.55
4,15634.0,0.03,1707:496:2,576.55
4,15635.0,0.04,1707:497:1,576.55
4,15636.0,0.04,1707:497:2,576.55
4,15663.0,0.08,1709:391:1,576.55
4,15664.0,0.16,1709:391:2,576.55
4,15665.0,0.33,1709:392:1,576.55
4,15666.0,0.24,1709:392:2,576.55
4,15667.0,0.18,1709:393:1,576.55
4,15668.0,0.16,1709:393:2,576.55
4,15669.0,0.24,1709:394:1,576.55
4,15670.0,0.15,1709:394:2,576.55
4,15671.0,0.04,1709:495:1,576.55
4,15672.0,0.07,1709:495:2,576.55
4,15679.0,0.07,1709:499:1,576.55
4,15680.0,0.36,1709:499:2,576.55
4,15681.0,0.14,1710:390:1,576.55
4,15682.0,0.03,1710:390:2,576.55
4,15683.0,0.21,1710:391:1,576.55
4,15684.0,0.14,1710:391:2,576.55
4,15685.0,0.23,1710:392:1,576.55
4,15686.0,0.23,1710:392:2,576.55
4,15687.0,0.31,1710:393:1,576.55
4,15688.0,0.12,1710:393:2,576.55
4,15689.0,0.14,1710:394:1,576.55
4,15690.0,0.01,1710:394:2,576.55
4,16273.0,0.01,1703:486:3,603.03
4,16274.0,0.09,1703:486:4,603.03
4,16275.0,0.09,1703:487:3,603.03
4,16276.0,0.08,1703:487:4,603.03
4,16277.0,0.03,1703:488:3,603.03
4,16391.0,0.08,1709:485:3,603.03
4,16392.0,0.08,1709:485:4,603.03
4,16393.0,0.05,1709:486:3,603.03
4,16394.0,0.12,1709:486:4,603.03
4,16395.0,0.08,1709:487:3,603.03
4,16396.0,0.14,1709:487:4,603.03
4,16397.0,0.13,1709:488:3,603.03
4,16398.0,0.31,1709:488:4,603.03
4,16399.0,0.1,1709:489:3,603.03
4,16400.0,0.12,1709:489:4,603.03
4,16401.0,0.24,1710:380:3,603.03
4,16402.0,0.18,1710:380:4,603.03
4,16403.0,0.02,1710:381:3,603.03
4,16406.0,0.11,1710:382:4,603.03
4,16410.0,0.18,1710:384:4,603.03
4,16411.0,0.16,1710:485:3,603.03
4,16412.0,0.09,1710:485:4,603.03
4,17108.0,0.09,1709:383:2,629.47
4,17118.0,0.06,1709:488:2,629.47
4,17119.0,0.08,1709:489:1,629.47
4,17120.0,0.17,1709:489:2,629.47
4,17121.0,0.1,1710:380:1,629.47
4,17122.0,0.07,1710:380:2,629.47
4,17123.0,0.06,1710:381:1,629.47
4,17124.0,0.09,1710:381:2,629.47
4,17125.0,0.06,1710:382:1,629.47
4,17126.0,0.14,1710:382:2,629.47
4,17127.0,0.11,1710:383:1,629.47
4,17128.0,0.08,1710:383:2,629.47
4,17129.0,0.07,1710:384:1,629.47
4,17130.0,0.06,1710:384:2,629.47
4,17131.0,0.1,1710:485:1,629.47
4,17132.0,0.02,1710:485:2,629.47
4,17133.0,0.18,1710:486:1,629.47
4,17134.0,0.36,1710:486:2,629.47
4,17135.0,0.16,1710:487:1,629.47
4,17136.0,0.14,1710:487:2,629.47
4,17805.0,0.08,1708:372:3,655.85
4,17806.0,0.02,1708:372:4,655.85
4,17824.0,0.07,1709:371:4,655.85
4,17825.0,0.06,1709:372:3,655.85
4,17839.0,0.03,1709:479:3,655.85
4,17840.0,0.09,1709:479:4,655.85
4,17841.0,0.07,1710:370:3,655.85
4,17843.0,0.08,1710:371:3,655.85
4,17844.0,0.12,1710:371:4,655.85
4,17845.0,0.01,1710:372:3,655.85
4,17846.0,0.12,1710:372:4,655.85
4,17847.0,0.07,1710:373:3,655.85
4,17848.0,0.09,1710:373:4,655.85
4,17849.0,0.12,1710:374:3,655.85
4,17850.0,0.1,1710:374:4,655.85
4,17851.0,0.06,1710:475:3,655.85
4,17852.0,0.08,1710:475:4,655.85
4,17853.0,0.07,1710:476:3,655.85
4,17854.0,0.01,1710:476:4,655.85
4,18496.0,0.15,1706:477:2,682.19
4,18525.0,0.03,1708:372:1,682.19
4,18526.0,0.05,1708:372:2,682.19
4,18538.0,0.17,1708:478:2,682.19
4,18539.0,0.24,1708:479:1,682.19
4,18540.0,0.15,1708:479:2,682.19
4,18541.0,0.05,1709:370:1,682.19
4,18542.0,0.15,1709:370:2,682.19
4,18551.0,0.03,1709:475:1,682.19
4,18552.0,0.06,1709:475:2,682.19
4,18553.0,0.11,1709:476:1,682.19
4,18554.0,0.07,1709:476:2,682.19
4,18561.0,0.2,1710:370:1,682.19
4,18562.0,0.02,1710:370:2,682.19
4,18563.0,0.1,1710:371:1,682.19
4,18564.0,0.09,1710:371:2,682.19
4,18565.0,0.14,1710:372:1,682.19
4,18566.0,0.03,1710:372:2,682.19
4,18569.0,0.01,1710:374:1,682.19
4,18570.0,0.08,1710:374:2,682.19
4,18571.0,0.14,1710:475:1,682.19
4,18572.0,0.42,1710:475:2,682.19
4,18573.0,0.46,1710:476:1,682.19
4,18574.0,0.36,1710:476:2,682.19
4,18575.0,0.3,1710:477:1,682.19
4,18576.0,0.24,1710:477:2,682.19
4,18577.0,0.05,1710:478:1,682.19
4,18673.0,0.04,1715:476:1,682.19
4,18674.0,0.11,1715:476:2,682.19
4,19157.0,0.7,1703:468:3,708.47
4,19158.0,0.7,1703:468:4,708.47
4,19159.0,0.76,1703:469:3,708.47
4,19160.0,0.8,1703:469:4,708.47
4,19161.0,0.8,1704:360:3,708.47
4,19162.0,0.87,1704:360:4,708.47
4,19163.0,0.9,1704:361:3,708.47
4,19164.0,0.9,1704:361:4,708.47
4,19165.0,0.9,1704:362:3,708.47
4,19166.0,0.8,1704:362:4,708.47
4,19167.0,0.75,1704:363:3,708.47
4,19168.0,0.54,1704:363:4,708.47
4,19169.0,0.05,1704:364:3,708.47
4,19211.0,0.02,1706:465:3,708.47
4,19212.0,0.14,1706:465:4,708.47
4,19213.0,0.14,1706:466:3,708.47
4,19214.0,0.11,1706:466:4,708.47
4,19215.0,0.07,1706:467:3,708.47
4,19217.0,0.08,1706:468:3,708.47
4,19218.0,0.19,1706:468:4,708.47
4,19219.0,0.14,1706:469:3,708.47
4,19258.0,0.05,1708:468:4,708.47
4,19259.0,0.01,1708:469:3,708.47
4,19268.0,0.07,1709:363:4,708.47
4,19269.0,0.4,1709:364:3,708.47
4,19270.0,0.46,1709:364:4,708.47
4,19271.0,0.55,1709:465:3,708.47
4,19272.0,0.73,1709:465:4,708.47
4,19273.0,0.6,1709:466:3,708.47
4,19274.0,0.24,1709:466:4,708.47
4,19275.0,0.45,1709:467:3,708.47
4,19276.0,0.42,1709:467:4,708.47
4,19277.0,0.09,1709:468:3,708.47
4,19278.0,0.04,1709:468:4,708.47
4,19279.0,0.01,1709:469:3,708.47
4,19281.0,0.03,1710:360:3,708.47
4,19282.0,0.13,1710:360:4,708.47
4,19283.0,0.22,1710:361:3,708.47
4,19293.0,0.02,1710:466:3,708.47
4,19294.0,0.21,1710:466:4,708.47
4,19295.0,0.22,1710:467:3,708.47
4,19296.0,0.25,1710:467:4,708.47
4,19297.0,0.15,1710:468:3,708.47
4,19298.0,0.1,1710:468:4,708.47
4,19299.0,0.09,1710:469:3,708.47
4,19300.0,0.03,1710:469:4,708.47
4,19301.0,0.07,1711:360:3,708.47
4,19302.0,0.1,1711:360:4,708.47
4,19303.0,0.14,1711:361:3,708.47
4,19304.0,0.18,1711:361:4,708.47
4,19305.0,0.37,1711:362:3,708.47
4,19306.0,0.15,1711:362:4,708.47
4,19377.0,0.02,1714:468:3,708.47
4,19378.0,0.26,1714:468:4,708.47
4,19379.0,0.3,1714:469:3,708.47
4,19380.0,0.02,1714:469:4,708.47
4,19396.0,0.06,1715:467:4,708.47
4,19397.0,0.04,1715:468:3,708.47
4,19877.0,1.0,1703:468:1,734.7
4,19878.0,1.0,1703:468:2,734.7
4,19879.0,1.0,1703:469:1,734.7
4,19880.0,1.0,1703:469:2,734.7
4,19881.0,1.0,1704:360:1,734.7
4,19882.0,1.0,1704:360:2,734.7
4,19883.0,1.0,1704:361:1,734.7
4,19884.0,1.0,1704:361:2,734.7
4,19885.0,1.0,1704:362:1,734.7
4,19886.0,1.0,1704:362:2,734.7
4,19887.0,0.68,1704:363:1,734.7
4,19888.0,0.04,1704:363:2,734.7
4,19919.0,0.07,1705:469:1,734.7
4,19920.0,0.09,1705:469:2,734.7
4,19921.0,0.14,1706:360:1,734.7
4,19922.0,0.31,1706:360:2,734.7
4,19923.0,0.16,1706:361:1,734.7
4,19924.0,0.12,1706:361:2,734.7
4,19925.0,0.14,1706:362:1,734.7
4,19926.0,0.13,1706:362:2,734.7
4,19927.0,0.24,1706:363:1,734.7
4,19928.0,0.07,1706:363:2,734.7
4,19929.0,0.18,1706:364:1,734.7
4,19930.0,0.15,1706:364:2,734.7
4,19931.0,0.08,1706:465:1,734.7
4,19934.0,0.05,1706:466:2,734.7
4,19935.0,0.06,1706:467:1,734.7
4,19936.0,0.06,1706:467:2,734.7
4,19937.0,0.07,1706:468:1,734.7
4,19938.0,0.12,1706:468:2,734.7
4,19939.0,0.01,1706:469:1,734.7
4,19984.0,0.08,1709:361:2,734.7
4,19985.0,0.1,1709:362:1,734.7
4,19986.0,0.03,1709:362:2,734.7
4,19987.0,0.15,1709:363:1,734.7
4,19988.0,0.21,1709:363:2,734.7
4,19989.0,0.16,1709:364:1,734.7
4,19990.0,0.47,1709:364:2,734.7
4,19991.0,0.64,1709:465:1,734.7
4,19992.0,0.46,1709:465:2,734.7
4,19993.0,0.73,1709:466:1,734.7
4,19994.0,0.71,1709:466:2,734.7
4,19995.0,0.44,1709:467:1,734.7
4,19996.0,0.16,1709:467:2,734.7
4,19997.0,0.1,1709:468:1,734.7
4,19998.0,0.18,1709:468:2,734.7
4,19999.0,0.31,1709:469:1,734.7
4,2e4,0.2,1709:469:2,734.7
4,20001.0,0.1,1710:360:1,734.7
4,20002.0,0.03,1710:360:2,734.7
4,20003.0,0.03,1710:361:1,734.7
4,20014.0,0.02,1710:466:2,734.7
4,20025.0,0.09,1711:362:1,734.7
4,20026.0,0.44,1711:362:2,734.7
4,20027.0,0.3,1711:363:1,734.7
4,20028.0,0.13,1711:363:2,734.7
4,20076.0,0.03,1713:467:2,734.7
4,20077.0,0.27,1713:468:1,734.7
4,20078.0,0.46,1713:468:2,734.7
4,20079.0,0.36,1713:469:1,734.7
4,20080.0,0.05,1713:469:2,734.7
4,20081.0,0.08,1714:360:1,734.7
4,20082.0,0.07,1714:360:2,734.7
4,20083.0,0.3,1714:361:1,734.7
4,20084.0,0.29,1714:361:2,734.7
4,20085.0,0.05,1714:362:1,734.7
4,20105.0,0.01,1715:362:1,734.7
4,20106.0,0.26,1715:362:2,734.7
4,20596.0,0.3,1703:457:4,760.87
4,20597.0,1.0,1703:458:3,760.87
4,20598.0,1.0,1703:458:4,760.87
4,20599.0,1.0,1703:459:3,760.87
4,20600.0,1.0,1703:459:4,760.87
4,20601.0,1.0,1704:350:3,760.87
4,20602.0,1.0,1704:350:4,760.87
4,20603.0,1.0,1704:351:3,760.87
4,20604.0,1.0,1704:351:4,760.87
4,20605.0,1.0,1704:352:3,760.87
4,20606.0,0.92,1704:352:4,760.87
4,20607.0,0.04,1704:353:3,760.87
4,20636.0,0.08,1705:457:4,760.87
4,20637.0,0.16,1705:458:3,760.87
4,20638.0,0.23,1705:458:4,760.87
4,20639.0,0.18,1705:459:3,760.87
4,20640.0,0.06,1705:459:4,760.87
4,20641.0,0.07,1706:350:3,760.87
4,20642.0,0.02,1706:350:4,760.87
4,20646.0,0.03,1706:352:4,760.87
4,20647.0,0.06,1706:353:3,760.87
4,20648.0,0.08,1706:353:4,760.87
4,20649.0,0.05,1706:354:3,760.87
4,20650.0,0.07,1706:354:4,760.87
4,20651.0,0.08,1706:455:3,760.87
4,20652.0,0.07,1706:455:4,760.87
4,20653.0,0.09,1706:456:3,760.87
4,20654.0,0.02,1706:456:4,760.87
4,20684.0,0.23,1708:351:4,760.87
4,20685.0,0.31,1708:352:3,760.87
4,20686.0,0.18,1708:352:4,760.87
4,20687.0,0.09,1708:353:3,760.87
4,20696.0,0.05,1708:457:4,760.87
4,20697.0,0.09,1708:458:3,760.87
4,20698.0,0.12,1708:458:4,760.87
4,20699.0,0.17,1708:459:3,760.87
4,20700.0,0.25,1708:459:4,760.87
4,20701.0,0.09,1709:350:3,760.87
4,20702.0,0.11,1709:350:4,760.87
4,20703.0,0.12,1709:351:3,760.87
4,20704.0,0.19,1709:351:4,760.87
4,20705.0,0.15,1709:352:3,760.87
4,20706.0,0.28,1709:352:4,760.87
4,20707.0,0.21,1709:353:3,760.87
4,20708.0,0.07,1709:353:4,760.87
4,20709.0,0.02,1709:354:3,760.87
4,20712.0,0.11,1709:455:4,760.87
4,20713.0,0.07,1709:456:3,760.87
4,20714.0,0.15,1709:456:4,760.87
4,20715.0,0.09,1709:457:3,760.87
4,20716.0,0.05,1709:457:4,760.87
4,20745.0,0.01,1711:352:3,760.87
4,20746.0,0.2,1711:352:4,760.87
4,20747.0,0.22,1711:353:3,760.87
4,20748.0,0.36,1711:353:4,760.87
4,20749.0,0.02,1711:354:3,760.87
4,20792.0,0.54,1713:455:4,760.87
4,20793.0,0.25,1713:456:3,760.87
4,20794.0,0.02,1713:456:4,760.87
4,20795.0,0.64,1713:457:3,760.87
4,20796.0,1.0,1713:457:4,760.87
4,20797.0,1.0,1713:458:3,760.87
4,20798.0,1.0,1713:458:4,760.87
4,20799.0,1.0,1713:459:3,760.87
4,20800.0,1.0,1713:459:4,760.87
4,20801.0,0.72,1714:350:3,760.87
4,20802.0,0.64,1714:350:4,760.87
4,20803.0,1.0,1714:351:3,760.87
4,20804.0,1.0,1714:351:4,760.87
4,20805.0,0.98,1714:352:3,760.87
4,20806.0,0.74,1714:352:4,760.87
4,20807.0,0.71,1714:353:3,760.87
4,20808.0,0.73,1714:353:4,760.87
4,20809.0,0.58,1714:354:3,760.87
4,20810.0,0.37,1714:354:4,760.87
4,20811.0,0.2,1714:455:3,760.87
4,20813.0,0.07,1714:456:3,760.87
4,20814.0,0.11,1714:456:4,760.87
4,20825.0,0.06,1715:352:3,760.87
4,20826.0,0.01,1715:352:4,760.87
4,21315.0,0.7,1703:457:1,786.99
4,21316.0,1.0,1703:457:2,786.99
4,21317.0,1.0,1703:458:1,786.99
4,21318.0,1.0,1703:458:2,786.99
4,21319.0,1.0,1703:459:1,786.99
4,21320.0,1.0,1703:459:2,786.99
