"rgn_id","fao_rgn","Scientific_Name","Common_Name","TaxonKey","tons","year","stock_id"
4,21,"Mollusca","Clams, seasnails, squids, octopuses",190195,23.6648738792361,1950,"Mollusca-21"
4,21,"Molva dypterygia","Blue ling",601383,0.000349856532257404,1950,"Molva_dypterygia-21"
4,21,"Myoxocephalus","Grubbies and sculpins",500717,0.0340506712777385,1950,"Myoxocephalus-21"
4,21,"Pleuronectidae","Righteye flounders",400440,1.77546176459938,1950,"Pleuronectidae-21"
4,21,"Pleuronectiformes","Flatfishes",300061,0.202750751845948,1950,"Pleuronectiformes-21"
4,21,"Rajidae","Stingrays",400019,0.00201642802572402,1950,"Rajidae-21"
4,21,"Reinhardtius hippoglossoides","Greenland halibut",600516,56.4077400153424,1950,"Reinhardtius_hippoglossoides-21"
4,21,"Salmo salar","Atlantic salmon",600236,0.239995248037125,1950,"Salmo_salar-21"
4,21,"Salvelinus","Chars",501410,6.70741173193875,1950,"Salvelinus-21"
4,21,"Salvelinus alpinus alpinus","Arctic char",600247,1.26051128986078,1950,"Salvelinus_alpinus_alpinus-21"
4,21,"Scorpaeniformes","Scorpionfishes, flatheads",300059,2.94141654366078,1950,"Scorpaeniformes-21"
4,21,"Scyphozoa","True jellyfishes",290013,0.0010345854452114,1950,"Scyphozoa-21"
4,21,"Sebastes","Redfishes",501135,13.865846239528,1950,"Sebastes-21"
4,21,"Sebastes mentella","Beaked redfish",600505,3.41680839944401,1950,"Sebastes_mentella-21"
4,21,"Sebastes norvegicus","Golden redfish",600501,6.77931092520609e-08,1950,"Sebastes_norvegicus-21"
4,21,"Strongylocentrotus","Sickle-arched sea urchins",590158,1.2957418779461,1950,"Strongylocentrotus-21"
4,21,"Strongylocentrotus droebachiensis","Green sea urchin",690494,0.469073022608518,1950,"Strongylocentrotus_droebachiensis-21"
4,27,"Anarhichadidae","Wolffishes, wolfeels",400396,138.222448376494,1950,"Anarhichadidae-27"
4,27,"Anarhichas","Wolffishes",505897,4509.88759120419,1950,"Anarhichas-27"
4,27,"Anarhichas denticulatus","Northern wolffish",603810,5181.16915581269,1950,"Anarhichas_denticulatus-27"
4,27,"Anarhichas lupus","Atlantic wolffish",602501,1903.89078427213,1950,"Anarhichas_lupus-27"
4,27,"Anarhichas minor","Spotted wolffish",603811,4556.14655983494,1950,"Anarhichas_minor-27"
4,27,"Argentina silus","Greater argentine",602700,5.58345025556654,1950,"Argentina_silus-27"
4,27,"Bivalvia","Clams",290004,6.68128265921405,1950,"Bivalvia-27"
4,27,"Boreogadus saida","Polar cod",600319,2011.82360022665,1950,"Boreogadus_saida-27"
4,27,"Brosme brosme","Tusk",600051,33.8638204082704,1950,"Brosme_brosme-27"
4,27,"Clupea harengus","Atlantic herring",600024,19413.0374970534,1950,"Clupea_harengus-27"
4,27,"Clupea pallasii pallasii","Pacific herring",601520,202.339173310236,1950,"Clupea_pallasii_pallasii-27"
4,27,"Clupeidae","Herrings, sardines, menhadens",400043,0.879360892141892,1950,"Clupeidae-27"
4,27,"Coregonus","Whitefishes",506253,28.0754614447456,1950,"Coregonus-27"
4,27,"Coregonus autumnalis","Arctic cisco",602669,0.515356364379032,1950,"Coregonus_autumnalis-27"
4,27,"Coregonus muksun","Muksun",612547,2.47725090746219,1950,"Coregonus_muksun-27"
4,27,"Coregonus nasus","Broad whitefish",602674,1.03653027202605,1950,"Coregonus_nasus-27"
4,27,"Coregonus sardinella","Sardine cisco",602678,0.111897419595813,1950,"Coregonus_sardinella-27"
