rgn_id,sciname,iucn_sid,year,category
3,Balaena mysticetus,2468,2009.0,CD
3,Balaenoptera acutorostrata,2474,2009.0,LC
3,Balaenoptera borealis,2475,2009.0,EN
3,Balaenoptera musculus,2477,2009.0,EN
3,Balaenoptera physalus,2478,2009.0,EN
3,Cystophora cristata,6204,2009.0,VU
3,Delphinapterus leucas,6335,2009.0,NT
3,Megaptera novaeangliae,13006,2009.0,LC
3,Monodon monoceros,13704,2009.0,NT
3,Odobenus rosmarus,15106,2009.0,LC
3,Orcinus orca,15421,2009.0,CD
3,Pagophila eburnea,22694473,2009.0,NT
3,Phoca vitulina,17013,2009.0,LC
3,Phocoena phocoena,17027,2009.0,LC
3,Pusa hispida,41672,2009.0,LC
3,Ursus maritimus,22823,2009.0,VU
