rgn_id,stock_id,year,bbmsy
4,Glyptocephalus_cynoglossus-27,2002,0.997908918
4,Glyptocephalus_cynoglossus-27,2003,0.932515647
4,Glyptocephalus_cynoglossus-27,2004,0.868010718
4,Glyptocephalus_cynoglossus-27,2005,0.808341883
4,Glyptocephalus_cynoglossus-27,2006,0.755674968
4,Glyptocephalus_cynoglossus-27,2007,0.710825746
4,Glyptocephalus_cynoglossus-27,2008,0.676390527
4,Glyptocephalus_cynoglossus-27,2009,0.643144548
4,Glyptocephalus_cynoglossus-27,2010,0.608624069
4,Glyptocephalus_cynoglossus-27,2011,0.567812848
4,Glyptocephalus_cynoglossus-27,2012,0.530843313
4,Glyptocephalus_cynoglossus-27,2013,0.499354361
4,Glyptocephalus_cynoglossus-27,2014,0.474613307
4,Merluccius_merluccius-27,2001,0.362280333
4,Merluccius_merluccius-27,2002,0.366280715
4,Merluccius_merluccius-27,2003,0.372354905
4,Merluccius_merluccius-27,2004,0.380347609
4,Merluccius_merluccius-27,2005,0.38920263
4,Merluccius_merluccius-27,2006,0.396538211
4,Merluccius_merluccius-27,2007,0.404401388
4,Merluccius_merluccius-27,2008,0.412445287
4,Merluccius_merluccius-27,2009,0.419980394
4,Merluccius_merluccius-27,2010,0.426104734
4,Merluccius_merluccius-27,2011,0.434350722
4,Merluccius_merluccius-27,2012,0.442891289
4,Merluccius_merluccius-27,2013,0.450737
4,Merluccius_merluccius-27,2014,0.457698982
4,Micromesistius_poutassou-27,2001,1.54893552
4,Micromesistius_poutassou-27,2002,1.474579759
4,Micromesistius_poutassou-27,2003,1.378566485
4,Micromesistius_poutassou-27,2004,1.262041899
4,Micromesistius_poutassou-27,2005,1.138131385
4,Micromesistius_poutassou-27,2006,1.009029242
4,Micromesistius_poutassou-27,2007,0.878058062
4,Micromesistius_poutassou-27,2008,0.777613002
4,Micromesistius_poutassou-27,2009,0.722446981
4,Micromesistius_poutassou-27,2010,0.702136605
4,Micromesistius_poutassou-27,2011,0.728603768
4,Micromesistius_poutassou-27,2012,0.78612739
4,Micromesistius_poutassou-27,2013,0.858806989
4,Micromesistius_poutassou-27,2014,0.913295132
4,Molva_molva-27,2001,1.141274109
4,Molva_molva-27,2002,1.15011212
4,Molva_molva-27,2003,1.167486679
4,Molva_molva-27,2004,1.191259648
4,Molva_molva-27,2005,1.217581228
4,Molva_molva-27,2006,1.240004007
4,Molva_molva-27,2007,1.260809923
4,Molva_molva-27,2008,1.277082982
4,Molva_molva-27,2009,1.287592026
4,Molva_molva-27,2010,1.288950667
4,Molva_molva-27,2011,1.286532422
4,Molva_molva-27,2012,1.279680388
