rgn_id,stock_id_taxonkey,year,mean_catch
4,Buccinum_undatum-27_690434,2001,0.014000933
5,Marine_fishes_not_identified-27_100039,2001,38507.79375
5,Miscellaneous_marine_crustaceans-27_100047,2001,1.027453436
5,Miscellaneous_aquatic_invertebrates-27_100077,2001,2.141974843
5,Marine_finfishes_not_identified-27_100139,2001,4383.479971
5,Marine_groundfishes_not_identified-27_100239,2001,1.219914508
5,Marine_pelagic_fishes_not_identified-27_100339,2001,0.011608675
5,Mollusca-27_190195,2001,1.29466026
5,Elasmobranchii-27_200004,2001,2.197971327
5,Chondrichtyes-27_200538,2001,0.00117998
5,Bivalvia-27_290004,2001,0.375361067
5,Gastropoda-27_290006,2001,1.264951802
5,Malacostraca-27_290022,2001,0.165574941
5,Squaliformes-27_300009,2001,6.070282095
5,Rajiformes-27_300014,2001,0.001119665
5,Gadiformes-27_300044,2001,14.62022014
5,Scorpaeniformes-27_300059,2001,6.300067731
5,Perciformes-27_300060,2001,0.128235984
5,Pleuronectiformes-27_300061,2001,0.234255698
5,Clupeidae-27_400043,2001,4.283132207
5,Salmonidae-27_400076,2001,1.698608192
5,Gadidae-27_400183,2001,0.151609912
5,Macrouridae-27_400185,2001,0.132665383
5,Lophiidae-27_400190,2001,0.004700752
5,Triglidae-27_400266,2001,0.057055396
5,Cottidae-27_400277,2001,0.01832086
5,Anarhichadidae-27_400396,2001,0.065349577
5,Pleuronectidae-27_400440,2001,6.246913828
5,Salmo-27_500136,2001,0.435695822
5,Sebastes-27_501135,2001,798.6654662
5,Anarhichas-27_505897,2001,38.77586643
5,Pandalus-27_590093,2001,0.045807777
5,Clupea_harengus-27_600024,2001,12844.16911
5,Micromesistius_poutassou-27_600031,2001,1273.149287
5,Molva_molva-27_600033,2001,44.0462465
5,Anguilla_anguilla-27_600035,2001,7.145823512
5,Brosme_brosme-27_600051,2001,109.9276153
5,Cyclopterus_lumpus-27_600062,2001,13.89290214
5,Gadus_morhua-27_600069,2001,60921.81738
5,Lamna_nasus-27_600088,2001,0.001392115
5,Somniosus_microcephalus-27_600138,2001,0.004800283
5,Mallotus_villosus-27_600252,2001,131500.5167
5,Boreogadus_saida-27_600319,2001,4313.479101
5,Macrourus_berglax-27_600331,2001,0.2573298
5,Sebastes_norvegicus-27_600501,2001,238.371343
5,Sebastes_mentella-27_600505,2001,615.0925897
5,Reinhardtius_hippoglossoides-27_600516,2001,5128.417171
5,Trisopterus_esmarkii-27_601023,2001,1116.779143
5,Pleuronectes_platessa-27_601342,2001,100.721195
5,Pollachius_virens-27_601343,2001,328.9766301
5,Melanogrammus_aeglefinus-27_601381,2001,10604.56394
5,Molva_dypterygia-27_601383,2001,0.132117678
5,Anarhichas_lupus-27_602501,2001,3131.143092
5,Hippoglossoides_platessoides-27_604239,2001,536.6113755
5,Pandalus_borealis-27_690269,2001,2336.55266
5,Meganyctiphanes_norvegica-27_690274,2001,0.019606029
5,Buccinum_undatum-27_690434,2001,0.060417363
6,Marine_fishes_not_identified-27_100039,2001,118827.7851
6,Miscellaneous_marine_crustaceans-27_100047,2001,47.78764236
6,Miscellaneous_aquatic_invertebrates-27_100077,2001,0.305876697
6,Marine_finfishes_not_identified-27_100139,2001,2907.213697
6,Marine_groundfishes_not_identified-27_100239,2001,6.179453543
6,Marine_pelagic_fishes_not_identified-27_100339,2001,0.07919256
6,Mollusca-27_190195,2001,12.41275809
6,Elasmobranchii-27_200004,2001,17.01284932
6,Chondrichtyes-27_200538,2001,0.051192872
6,Cephalopoda-27_290002,2001,1.563156326
6,Bivalvia-27_290004,2001,21.72279929
6,Gastropoda-27_290006,2001,14.59761257
6,Echinoidea-27_290011,2001,1.571838974
6,Malacostraca-27_290022,2001,0.196157768
6,Squaliformes-27_300009,2001,44.86243044
6,Rajiformes-27_300014,2001,0.000204919
6,Gadiformes-27_300044,2001,64.49643342
6,Scorpaeniformes-27_300059,2001,285.4168114
6,Perciformes-27_300060,2001,10.6067165
6,Pleuronectiformes-27_300061,2001,56.27638951
6,Teuthida-27_390002,2001,0.015898903
